plntname,centralwavelng,bandwidth,especlipdep,espbritemp,plntreflink,facility,instrument
WASP-33 b,1.474,,0.13,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.478,,0.132,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.483,,0.145,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.488,,0.152,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.493,,0.138,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.497,,0.134,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.502,,0.136,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.507,,0.149,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.511,,0.127,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.516,,0.111,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.521,,0.121,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.525,,0.125,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.53,,0.13,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.535,,0.125,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.54,,0.107,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.544,,0.146,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.549,,0.128,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.554,,0.134,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.558,,0.156,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.563,,0.117,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.568,,0.124,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.573,,0.145,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.577,,0.122,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.582,,0.0993,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.587,,0.138,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.591,,0.176,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.596,,0.145,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.601,,0.114,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.606,,0.0889,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.61,,0.123,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.615,,0.179,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.62,,0.123,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.624,,0.119,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.629,,0.0951,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-36 b,2.159,0.262,0.13,1900,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
WASP-39 b,3.6,,0.088,1213,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-39 b,4.5,,0.096,1055,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-3 b,3.6,,0.209,2280,<a refstr=ROSTRON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.3666R/abstract target=ref>Rostron et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-3 b,4.5,,0.282,2400,<a refstr=ROSTRON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.3666R/abstract target=ref>Rostron et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-3 b,8,,0.328,2210,<a refstr=ROSTRON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.3666R/abstract target=ref>Rostron et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-3 b,2.15,,0.181,,<a refstr=ZHAO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...748L...8Z/abstract target=ref>Zhao et al. 2012</a>,Palomar Observatory 200-inch Hale Telescope,Wide-field InfraRed Camera (WIRC)
WASP-3 b,2.15,,0.193,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
WASP-43 b,2.095,0.02,0.156,,<a refstr=GILLON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...542A...4G/abstract target=ref>Gillon et al. 2012</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,HAWK-I
WASP-43 b,1.186,0.02,0.079,,<a refstr=GILLON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...542A...4G/abstract target=ref>Gillon et al. 2012</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,HAWK-I
WASP-43 b,0.9159,0.0005,0.021,,<a refstr=GILLON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...542A...4G/abstract target=ref>Gillon et al. 2012</a>,European Southern Observatory (ESO) 0.6m TRAnsiting Planets and PlanetesImals Small Telescope (TRAPPIST) at La Silla Observatory,TRAPPISTCam
WASP-43 b,,,0.103,1850,<a refstr=WANG_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...70W/abstract target=ref>Wang et al. 2013</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
WASP-43 b,,,0.194,1850,<a refstr=WANG_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...70W/abstract target=ref>Wang et al. 2013</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
WASP-43 b,2.144,0.324,0.181,1743,<a refstr=ZHOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.2746Z/abstract target=ref>Zhou et al. 2014</a>,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),IRIS2
WASP-46 b,2.159,0.262,0.26,2200,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
WASP-4 b,2.2,,0.185,1995,<a refstr=C_AACUTE_CERES_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...530A...5C/abstract target=ref>C&aacute;ceres et al. 2011</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,ISAAC
WASP-4 b,3.6,,0.319,1832,<a refstr=BEERER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727...23B/abstract target=ref>Beerer et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-4 b,4.5,,0.343,1632,<a refstr=BEERER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727...23B/abstract target=ref>Beerer et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-4 b,2.159,0.262,0.16,,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
WASP-5 b,1.22,0.213,0.168,2996,<a refstr=CHEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..40C/abstract target=ref> Chen et al. 2014</a>,European Southern Observatory (ESO)/Max Planck Gesellschaft (MPG) 2.2m Telescope at La Silla Observatory,GROND
WASP-5 b,2.19,0.39,0.269,2890,<a refstr=CHEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..40C/abstract target=ref> Chen et al. 2014</a>,European Southern Observatory (ESO)/Max Planck Gesellschaft (MPG) 2.2m Telescope at La Silla Observatory,GROND
WASP-5 b,3.6,,0.197,,<a refstr=BASKIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773..124B/abstract target=ref>Baskin et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-5 b,4.5,,0.237,,<a refstr=BASKIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773..124B/abstract target=ref>Baskin et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-5 b,2.159,0.262,0.2,,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
WASP-67 b,3.6,,0.022,1046,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-67 b,4.5,,0.08,1015,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-6 b,3.6,,0.094,1235,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-6 b,4.5,,0.115,1118,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-8 b,3.6,,0.113,1552,<a refstr=CUBILLOS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...42C/abstract target=ref>Cubillos et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-8 b,4.5,,0.0692,1131,<a refstr=CUBILLOS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...42C/abstract target=ref>Cubillos et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-8 b,8,,0.093,938,<a refstr=CUBILLOS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...42C/abstract target=ref>Cubillos et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-1 b,3.6,,0.086,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-1 b,4.5,,0.122,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-1 b,5.8,,0.261,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-1 b,8,,0.21,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-2 N b,3.6,,0.081,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-2 N b,4.5,,0.098,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-2 N b,5.8,,0.167,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-2 N b,8,,0.133,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-3 b,3.6,,0.101,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-3 b,4.5,,0.143,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-3 b,5.8,,0.134,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-3 b,8,,0.15,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-4 b,3.6,,0.056,1522,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-4 b,4.5,,0.135,1961,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-103 b,1.0806,,0.13034,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.1131,,0.13225,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.141,,0.12618,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.1689,,0.12623,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.1968,,0.12022,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.2247,,0.12385,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.2526,,0.12565,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.2804,,0.12726,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.3083,,0.13136,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.3362,,0.14334,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.3641,,0.13891,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.392,,0.14908,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.4199,,0.14726,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.4477,,0.15311,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
